task,split_mode,missingness_name,missingness_mechanism,missingness_scope,method,accuracy,balanced_accuracy,brier,fit_seconds
ACSIncome,geographic,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.76725,0.7534967564137922,0.16349640506195148,11.518413253081512
ACSIncome,geographic,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.7665426666666667,0.7517915916242557,0.1637222907503149,11.516864557114602
ACSIncome,geographic,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.767744,0.7555329488469907,0.16301218838563392,11.462708467440397
ACSIncome,geographic,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.7676873333333333,0.7554626797871901,0.1629978026719257,11.512879551295555
ACSIncome,geographic,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.7673293333333333,0.754200843687887,0.16320088872459187,11.510466220723362
ACSIncome,geographic,none_observed,mcar,train_and_prediction,reweighing,0.7675926666666667,0.7558631330187257,0.16291040168796223,11.422072564385802
ACSIncome,geographic,full,mcar,train_and_prediction,threshold_optimizer_eo,0.6587326666666666,0.6713964817897478,0.34126733333333337,7.890376155624839
ACSIncome,geographic,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6730499999999999,0.674842389100522,0.32694999999999996,7.595627777321366
ACSIncome,geographic,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6730806666666667,0.6539508587708039,0.32691933333333334,7.694196209951973
ACSIncome,geographic,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6566513333333334,0.6580338479705026,0.34334866666666664,7.7022640462497804
ACSIncome,geographic,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.663208,0.6667322574086535,0.336792,7.751757871880196
ACSIncome,geographic,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.649624,0.6634475142683238,0.35037599999999997,7.7623697523046
ACSIncome,geographic,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.65707,0.6676428865392176,0.34292999999999996,7.804912383353228
ACSIncome,geographic,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6776626666666666,0.6658578566797316,0.3223373333333333,7.459768144626665
ACSIncome,geographic,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.667812,0.6701487406627428,0.332188,7.656744846170091
ACSIncome,geographic,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6637413333333334,0.6583171585692699,0.33625866666666665,7.702211178474841
ACSIncome,geographic,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.7555553333333334,0.7618144412701353,0.24444466666666664,7.13175169185274
ACSIncome,temporal,full,mcar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,12.211495536472041
ACSIncome,temporal,mcar_10_train_prediction,mcar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.807306101601414
ACSIncome,temporal,mcar_20_train_prediction,mcar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.794141370133245
ACSIncome,temporal,mcar_40_train_prediction,mcar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.812194611068843
ACSIncome,temporal,mcar_50_train_prediction,mcar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.822208251798292
ACSIncome,temporal,mcar_60_train_prediction,mcar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.793845074397693
ACSIncome,temporal,mcar_80_train_prediction,mcar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.783172819866195
ACSIncome,temporal,mnar_10_train_prediction,mnar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.80846085826585
ACSIncome,temporal,mnar_20_train_prediction,mnar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.81439642160185
ACSIncome,temporal,mnar_50_train_prediction,mnar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.807211850870772
ACSIncome,temporal,none_observed,mcar,train_and_prediction,erm,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.798305618667534
ACSIncome,temporal,full,mcar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.83998677333388
ACSIncome,temporal,mcar_10_train_prediction,mcar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.42485221579572
ACSIncome,temporal,mcar_20_train_prediction,mcar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.49137131967454
ACSIncome,temporal,mcar_40_train_prediction,mcar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.55129495673118
ACSIncome,temporal,mcar_50_train_prediction,mcar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.57296477913181
ACSIncome,temporal,mcar_60_train_prediction,mcar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.763191742667
ACSIncome,temporal,mcar_80_train_prediction,mcar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.68071083173463
ACSIncome,temporal,mnar_10_train_prediction,mnar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.70146276247118
ACSIncome,temporal,mnar_20_train_prediction,mnar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.66548045666053
ACSIncome,temporal,mnar_50_train_prediction,mnar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.66780279559273
ACSIncome,temporal,none_observed,mcar,train_and_prediction,feature_mixing,0.7516247027694009,0.7154583214662618,0.1662084994185769,74.46432743986503
ACSIncome,temporal,full,mcar,train_and_prediction,protected_group_mixing,0.7532213806388982,0.7188578047433004,0.1661546576967465,73.66524290659308
ACSIncome,temporal,mcar_10_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7482943087096905,0.7116549690313266,0.16816427931651182,70.51847718946507
ACSIncome,temporal,mcar_20_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7490943866798999,0.7126120712817007,0.16760470710350778,71.36144030920137
ACSIncome,temporal,mcar_40_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.750746182575759,0.7150747286347614,0.16666270211511483,72.58686079746882
ACSIncome,temporal,mcar_50_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7522196547154493,0.7177782994277558,0.16627863598207338,72.64887516786452
ACSIncome,temporal,mcar_60_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7519929248301549,0.71683498330482,0.16642731443703976,72.79376890626402
ACSIncome,temporal,mcar_80_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.752793052727781,0.7184791321534795,0.1660143547645047,73.59013100047038
ACSIncome,temporal,mnar_10_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7468258337401096,0.7096195430957167,0.168745995056884,69.36923641686607
ACSIncome,temporal,mnar_20_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7485709493337086,0.7124200101382114,0.16813841773593058,70.06986996753481
ACSIncome,temporal,mnar_50_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7510111421901849,0.7155147433652685,0.16707804308180782,71.74817942379869
ACSIncome,temporal,none_observed,mcar,train_and_prediction,protected_group_mixing,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.843994173802336
ACSIncome,temporal,full,mcar,train_and_prediction,reweighing,0.7485525834527631,0.7094477046200767,0.16751370585426714,11.83636906933419
ACSIncome,temporal,mcar_10_train_prediction,mcar,train_and_prediction,reweighing,0.7510929520074847,0.7129655844363628,0.16658650956424764,11.842873582997708
ACSIncome,temporal,mcar_20_train_prediction,mcar,train_and_prediction,reweighing,0.7503045101178814,0.7115687207212846,0.16682998531840926,11.819350405669017
ACSIncome,temporal,mcar_40_train_prediction,mcar,train_and_prediction,reweighing,0.750879576083108,0.7128529025763749,0.16670583594281688,11.870818187464284
ACSIncome,temporal,mcar_50_train_prediction,mcar,train_and_prediction,reweighing,0.7494544103103169,0.7107675707454434,0.16711391238610576,11.815843837336555
ACSIncome,temporal,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.7500094011365568,0.7115732001135038,0.16672897261796227,11.896582990063811
ACSIncome,temporal,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.7491427001336106,0.710228122946028,0.16741862423135476,11.808380007794192
ACSIncome,temporal,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.7517147198096928,0.7137472244422584,0.166506913646203,11.894069612066838
ACSIncome,temporal,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.7518163206754279,0.7142064560456511,0.1665958723677087,11.840104341728086
ACSIncome,temporal,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.7509978390289298,0.713161933809237,0.1667823532851702,11.887017112602855
ACSIncome,temporal,none_observed,mcar,train_and_prediction,reweighing,0.7501995502071612,0.7114970341586698,0.16679387064646609,11.806298227997589
ACSIncome,temporal,full,mcar,train_and_prediction,threshold_optimizer_eo,0.6632903024094969,0.6766920047117766,0.33670969759050295,7.961827776401606
ACSIncome,temporal,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6690377934626378,0.6607378139167237,0.33096220653736214,7.86414872340744
ACSIncome,temporal,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6333463058182495,0.6352726736900446,0.3666536941817506,7.9455804538666905
ACSIncome,temporal,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6685427666390371,0.6619541005306719,0.33145723336096283,7.97889714526882
ACSIncome,temporal,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6602542707075024,0.6662071372928632,0.3397457292924975,7.983140466462828
ACSIncome,temporal,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6586354328453189,0.676361940209047,0.3413645671546811,8.195831924795675
ACSIncome,temporal,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.6597327537056411,0.6771389019921635,0.34026724629435895,7.954196453068652
ACSIncome,temporal,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6721574720985957,0.6671127448307913,0.3278425279014043,7.7093349389964105
ACSIncome,temporal,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6484088719491942,0.6706979938185983,0.3515911280508057,7.84050955233015
ACSIncome,temporal,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.6423705823939734,0.6248347690618704,0.3576294176060266,7.9305457652572535
ACSIncome,temporal,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.761126905981471,0.7556148996562749,0.23887309401852894,7.394789662465276
ACSMobility,geographic,full,mcar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,32.0614061202797
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.635391872871622
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.685608026448236
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.852707305697333
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.823872153738595
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.821768290913404
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.75933095554761
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.606882356513655
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.58752591804147
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.611693878890858
ACSMobility,geographic,none_observed,mcar,train_and_prediction,erm,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.579984466642816
ACSMobility,geographic,full,mcar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,134.8939757881918
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,133.52421265911323
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,133.84357383945596
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,134.0222484348757
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,133.89982805742306
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,134.322490412582
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,134.1881943890371
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,133.65028184989657
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,133.56870074354643
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,133.59446227989076
ACSMobility,geographic,none_observed,mcar,train_and_prediction,feature_mixing,0.7598581527806253,0.547800566832809,0.16743064537395894,133.5189993204419
ACSMobility,geographic,full,mcar,train_and_prediction,protected_group_mixing,0.7584686852390382,0.539030249627367,0.16994526006072716,137.69277356354533
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.75757210095174,0.5314979759427476,0.17033866693092392,134.0077657860247
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7577002866545035,0.5331127587980222,0.17032036186664948,136.1321605027321
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7581009655251648,0.5366774117752662,0.17001656791075787,136.37066985063146
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7582923258421373,0.5366315824802561,0.17002500684656774,137.11828461788753
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7583020390919825,0.5373150126587135,0.16997529271010517,136.44206405016558
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,protected_group_mixing,0.7586397385193426,0.5392725386463514,0.16991719203878766,138.1631402914102
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7574110487723116,0.5302486145670611,0.17064100806583854,132.1103173227732
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7578022420122715,0.5322165255901045,0.1703268867382531,134.4710019556171
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,protected_group_mixing,0.7581086617496309,0.5341289863632428,0.17006598801399236,135.85017831945447
ACSMobility,geographic,none_observed,mcar,train_and_prediction,protected_group_mixing,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.67660126431944
ACSMobility,geographic,full,mcar,train_and_prediction,reweighing,0.7588510032718091,0.533097100389299,0.16957489977414095,31.862081581800382
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,reweighing,0.7590219332746212,0.5335953201738084,0.16952494390775907,31.663588586415834
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,reweighing,0.7590369779979576,0.5337767931903007,0.1695214504356343,31.81118190941404
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,reweighing,0.7589851262078241,0.5334391181479037,0.16954813958433604,31.74917219541646
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,reweighing,0.7591018645330232,0.5337530216563346,0.16951846033879397,31.697470248438172
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,reweighing,0.7590044157801483,0.5332168973149677,0.16953285701979728,31.71060474887532
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,reweighing,0.7590579497908849,0.5334293113788533,0.1695638728193088,31.822103836505132
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,reweighing,0.7591054789106043,0.5337053482565656,0.1695155014049466,31.664538369560738
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,reweighing,0.7590425762703146,0.53356539369958,0.16950135606444586,31.685889323311837
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,reweighing,0.7590406886931916,0.5336566476029345,0.16951393485081903,31.713412398922316
ACSMobility,geographic,none_observed,mcar,train_and_prediction,reweighing,0.7590984620194388,0.5335389596366026,0.16952321297638992,31.64726880518561
ACSMobility,geographic,full,mcar,train_and_prediction,threshold_optimizer_eo,0.5544510776784738,0.5896407288861409,0.4455489223215262,6.257510901091729
ACSMobility,geographic,mcar_10_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.49757772891364005,0.5730296576844157,0.50242227108636,6.07082960862419
ACSMobility,geographic,mcar_20_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.4835413091895943,0.5688553942741508,0.5164586908104056,6.1415945173938455
ACSMobility,geographic,mcar_40_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.5274356313600245,0.5843772820202691,0.47256436863997553,6.253264598769296
ACSMobility,geographic,mcar_50_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.5041732912511256,0.5801110670626146,0.4958267087488743,6.24990849632035
ACSMobility,geographic,mcar_60_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.5375864976869371,0.5864243981503556,0.46241350231306283,6.372345721498903
ACSMobility,geographic,mcar_80_train_prediction,mcar,train_and_prediction,threshold_optimizer_eo,0.5401686385041102,0.5853424165636634,0.45983136149588966,6.373038185427726
ACSMobility,geographic,mnar_10_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.5181042825259561,0.582759913908849,0.48189571747404386,6.0022344559680425
ACSMobility,geographic,mnar_20_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.4850093684420794,0.574337287041865,0.5149906315579206,6.070965383383467
ACSMobility,geographic,mnar_50_train_prediction,mnar,train_and_prediction,threshold_optimizer_eo,0.4837729799583416,0.5716448681930152,0.5162270200416583,6.156386327664172
ACSMobility,geographic,none_observed,mcar,train_and_prediction,threshold_optimizer_eo,0.6326918230532935,0.6396725884561986,0.3673081769467064,5.636163344400033
ACSMobility,temporal,full,mcar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.73815248140006
ACSMobility,temporal,mcar_10_train_prediction,mcar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.29960294153164
ACSMobility,temporal,mcar_20_train_prediction,mcar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.18273959533902
ACSMobility,temporal,mcar_40_train_prediction,mcar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.22373908852945
ACSMobility,temporal,mcar_50_train_prediction,mcar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.25596796092965
ACSMobility,temporal,mcar_60_train_prediction,mcar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.32700758613016
ACSMobility,temporal,mcar_80_train_prediction,mcar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.31266174980001
ACSMobility,temporal,mnar_10_train_prediction,mnar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.26737324899781
ACSMobility,temporal,mnar_20_train_prediction,mnar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.357499357938224
ACSMobility,temporal,mnar_50_train_prediction,mnar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.306201684935935
ACSMobility,temporal,none_observed,mcar,train_and_prediction,erm,0.7561833832291942,0.5323339922933243,0.17205470553574587,32.3479342963894
ACSMobility,temporal,full,mcar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,141.8271518124694
ACSMobility,temporal,mcar_10_train_prediction,mcar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,140.7691264184606
ACSMobility,temporal,mcar_20_train_prediction,mcar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,140.33875527466245
ACSMobility,temporal,mcar_40_train_prediction,mcar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,140.4880591904636
ACSMobility,temporal,mcar_50_train_prediction,mcar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,140.7994060615938
ACSMobility,temporal,mcar_60_train_prediction,mcar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,141.00403005960587
ACSMobility,temporal,mcar_80_train_prediction,mcar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,141.43923334066508
ACSMobility,temporal,mnar_10_train_prediction,mnar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,140.31884160633746
ACSMobility,temporal,mnar_20_train_prediction,mnar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,140.8863685586001
ACSMobility,temporal,mnar_50_train_prediction,mnar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,140.44810114119917
ACSMobility,temporal,none_observed,mcar,train_and_prediction,feature_mixing,0.7566133842709182,0.5360294932824509,0.1720611307555023,140.6121679970705
